price_vnd
6500000
39500000
2800000
10500000
5000000
9500000
4300000
4800000
6500000
13500000
25500000
17500000
3000000
26900000
4500000
3600000
2950000
4900000
17500000
1500000
9900000
4400000
37000000
40000000
15990000
2500000
48000000
2900000
3500000
10500000
24900000
4500000
12500000
24300000
38000000
25900000
4800000
49000000
2500000
10000000
14500000
15000000
14000000
25000000
9000000
15000000
27900000
3500000
18000000
5100000
44900000
13000000
11000000
2700000
14500000
2500000
3200000
12300000
6500000
23000000
25000000
51900000
7500000
3000000
4800000
6500000
25000000
13800000
7000000
1500000
5800000
18000000
4000000
3100000
3000000
20000000
1111111
11800000
31900000
4444444
7200000
23000000
3599000
8200000
42500000
7500000
8000000
4800000
1430000
13500000
8000000
15500000
15400000
10500000
1500000
3700000
2500000
13500000
8800000
13490000
11900000
6500000
15000000
4500000
3200000
3000000
1500000
8000000
6500000
29500000
5350000
3800000
32000000
3500000
1320000
7500000
20500000
5500000
23000000
5555555
9700000
8500000
17000000
5500000
12000000
2300000
3700000
2800000
8200000
4500000
12000000
3100000
7800000
5000000
28500000
4800000
14000000
1900000
1000000
5780000
5000000
2600000
12800000
6600000
29990000
14000000
14000000
2200000
4300000
6500000
42500000
33900000
9500000
4500000
3300000
14000000
30000000
2600000
13500000
29600000
46900000
8500000
23000000
6900000
2600000
18500000
15900000
17500000
4500000
21800000
27000000
6000000
3700000
12500000
4950000
4100000
14900000
9000000
35900000
3000000
2850000
19900000
4600000
52500000
2000000
35900000
6500000
3200000
11500000
3200000
15500000
15000000
17500000
3200000
1250000
4800000
11500000
21900000
3900000
29000000
8500000
6500000
5900000
9900000
7000000
32500000
16800000
3520000
25000000
3500000
15500000
2900000
9800000
1111000
77000000
3800000
4800000
50900000
2000000
28900000
4200000
6800000
4500000
14800000
6000000
5100000
33500000
31500000
26500000
7400000
22500000
6500000
1800000
11000000
9500000
33900000
23200000
2000000
4500000
22500000
2200000
7900000
5000000
13500000
6000000
2700000
7500000
4000000
8300000
5000000
3000000
4000000
7300000
9000000
5200000
7000000
29500000
12500000
19700000
11500000
12800000
11666000
23000000
5000000
3700000
4000000
6500000
2100000
9999999
7800000
37500000
8500000
21000000
13900000
6900000
3500000
1600000
6200000
13500000
9200000
1800000
31000000
4800000
7950000
27900000
8500000
18300000
3500000
2900000
16500000
23500000
8000000
18300000
26000000
32500000
8800000
2600000
25200000
15500000
1200000
1600000
10000000
3400000
12000000
28500000
11990000
9500000
9678000
14900000
11900000
7200000
13500000
4500000
11800000
5680000
8400000
25300000
11000000
25900000
11800000
5500000
28900000
3000000
12000000
7800000
26500000
16800000
8000000
2900000
11000000
31900000
8900000
18900000
51900000
6800000
4900000
4900000
6500000
13999999
4800000
6000000
2000000
20500000
34500000
12900000
70000000
22000000
2500000
8500000
1500000
11000000
6000000
5500000
3200000
6500000
15500000
13000000
33000000
2900000
8700000
10000000
25900000
24500000
10500000
3000000
8800000
5350000
4000000
15500000
12000000
2500000
3500000
10500000
8200000
3300000
19500000
10800000
14500000
17999999
45900000
1300000
3800000
6500000
6600000
6000000
15500000
15500000
3200000
9500000
37900000
3000000
3500000
3800000
3000000
13000000
9000000
3500000
36708000
12500000
35900000
6000000
4500000
10000000
3000000
3700000
9000000
48000000
47000000
7000000
17900000
2200000
4000000
45000000
20000000
31500000
5000000
10500000
24900000
4500000
10900000
21500000
38900000
2500000
14500000
28500000
1500000
4200000
9500000
35000000
4700000
2700000
1900000
2900000
13800000
25000000
18500000
3200000
18000000
19500000
8500000
9000000
32500000
8500000
6500000
10000000
33900000
42500000
9500000
3700000
16500000
7400000
24000000
18500000
5500000
1550000
7300000
2800000
12500000
9800000
6500000
29500000
15000000
4200000
15000000
9800000
24500000
13000000
8500000
7800000
16500000
2900000
5500000
7200000
27500000
15500000
6500000
17000000
46500000
5500000
8900000
28000000
15500000
25500000
22000000
1100000
29900000
20000000
4800000
4000000
36000000
6700000
10000000
2900000
22000000
29000000
1000000
13500000
3900000
11800000
8500000
9000000
23300000
22800000
30999000
15200000
4500000
6300000
50000000
11000000
11800000
3600000
33500000
28000000
8200000
19900000
3500000
5000000
3100000
6750000
17500000
4000000
4900000
7000000
1450000
5500000
12000000
2500000
12600000
3000000
3400000
20500000
29900000
1800000
4500000
12000000
15000000
8000000
10000000
4200000
6000000
4000000
1500000
5899000
29000000
23990000
8000000
15000000
13000000
7500000
27000000
18000000
32500000
16000000
10000000
4300000
6500000
6500000
29990000
35000000
4000000
4500000
2000000
43500000
7900000
52000000
8000000
3500000
50900000
3400000
8000000
11500000
3500000
19900000
26500000
6800000
1200000
5700000
32500000
5000000
21500000
12000000
9500000
3500000
3900000
24000000
3000000
28990000
1000000
22900000
5700000
8000000
1800000
6800000
3000000
28900000
15500000
13000000
21500000
13999000
9000000
25000000
32900000
3500000
4000000
3900000
9000000
3800000
12950000
12000000
12900000
6500000
45000000
3000000
34900000
6900000
6800000
6500000
9500000
4500000
6500000
29000000
13800000
29900000
2700000
2500000
6900000
7000000
35000000
23500000
18300000
1990000
12900000
16000000
8500000
4500000
8500000
19900000
5400000
6500000
8500000
1000000
4200000
4600000
3500000
22900000
3500000
16600000
33500000
4000000
3500000
6500000
4000000
10500000
26500000
4900000
11800000
8600000
5200000
2500000
28900000
38500000
8700000
10000000
1800000
12900000
11500000
