id,brand,base_model,model_mode,year,condition,mileage_km,has_aftermarket_mods,body_type,seats,doors,drivetrain,origin,exterior_color,city,seller_name,post_date,website,price_vnd
0,VinFast,VF8,VF8 Plus AWD,2023.0,Used,50000.0,False,SUV,5.0,5.0,AWD - 4 bánh toàn thời gian,Lắp ráp trong nước,Đỏ,Hà Nội,Trung Tâm Mua Bán Trao Đổi Xe Cũ Phan Trọng Tuệ,2026-06-22,bonbanh.com,650000000.0
1,VinFast,VF8,VF8 Eco,2026.0,New,0.0,False,SUV,6.0,5.0,AWD - 4 bánh toàn thời gian,Lắp ráp trong nước,Đỏ,Hà Nội,Khánh Vũ,2026-06-22,bonbanh.com,1399000000.0
2,VinFast,VF8,VF8 Plus AWD,2023.0,Used,99000.0,False,SUV,5.0,5.0,AWD - 4 bánh toàn thời gian,Lắp ráp trong nước,Đỏ,Hà Nội,GF Thường Tín,2026-06-22,bonbanh.com,829000000.0
3,VinFast,VF8,VF8 Eco AWD,2023.0,New,0.0,False,SUV,7.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Trắng,Hà Nội,Vinfast Bát Tràng,2026-06-22,bonbanh.com,629000000.0
4,VinFast,VF5,VF5 Plus,2024.0,New,0.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Đỏ,Hà Nội,Vinfast Times City,2026-06-22,bonbanh.com,592000000.0
5,VinFast,VF8,VF8 Plus AWD,2023.0,Used,62000.0,False,SUV,5.0,5.0,AWD - 4 bánh toàn thời gian,Lắp ráp trong nước,Bạc,Ninh Bình,Showroom GF Ninh Bình,2026-06-22,bonbanh.com,669000000.0
6,VinFast,VF8,VF8 Eco AWD,2023.0,New,48950.0,False,MPV,7.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Xám,Hà Nội,Mr Thịnh,2026-06-22,bonbanh.com,699000000.0
7,VinFast,VF5,VF5 Plus,2025.0,New,0.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Đen,Hà Nội,Vinfast Times City,2026-06-22,bonbanh.com,758000000.0
8,Mercedes-Benz,EQS,EQS 450 Plus,2023.0,New,0.0,False,Hatchback,4.0,3.0,RFD - Dẫn động cầu sau,Lắp ráp trong nước,Trắng,Hà Nội,Vinfast Thăng Long,2026-06-22,bonbanh.com,245000000.0
9,VinFast,VF8,VF8 Eco AWD,2023.0,New,0.0,False,Hatchback,4.0,3.0,RFD - Dẫn động cầu sau,Lắp ráp trong nước,Xám,KCN Cát Lái TP HCM,Vinfast Minh Thanh Thủ Đức,2026-06-22,bonbanh.com,296000000.0
10,VinFast,VF8,VF8 Plus AWD,2023.0,Used,47000.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Trắng,Hà Nội,Nguyễn Đức Trọng,2026-06-22,bonbanh.com,395000000.0
11,VinFast,VF8,VF8 Plus AWD,2026.0,New,0.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Trắng,Hà Nội,Vinfast Tràng An Đống Đa,2026-06-22,bonbanh.com,592000000.0
12,VinFast,VF8,VF8 Plus AWD,2023.0,Used,15000.0,False,Hatchback,4.0,3.0,RFD - Dẫn động cầu sau,Lắp ráp trong nước,Trắng,Hà Nội,GF Phương Đông - Bát Tràng,2026-06-22,bonbanh.com,226000000.0
13,VinFast,VF8,VF8 Plus AWD,2023.0,Used,120000.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Xanh,Quốc lộ 1A Thôn Hoàng Thượng Phường Tam Thanh Tỉnh Lạng Sơn Lạng Sơn,Auto Thắng Lợi,2026-06-22,bonbanh.com,370000000.0
14,VinFast,VF3,VF3 Plus,2026.0,Used,47000.0,False,SUV,5.0,5.0,AWD - 4 bánh toàn thời gian,Lắp ráp trong nước,Đỏ,Hà Nội,GF Hoàng Quốc Việt,2026-06-22,bonbanh.com,661000000.0
15,VinFast,VF8,VF8 Eco AWD,2023.0,New,64000.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Đỏ,Hà Nội,Vinfast Times City,2026-06-22,bonbanh.com,640000000.0
16,VinFast,VF8,VF8 Plus AWD,2023.0,New,47000.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Xanh,Hà Nội,Khánh Vũ,2026-06-22,bonbanh.com,439000000.0
17,VinFast,VF6,VF6 Plus,2025.0,New,20000.0,False,SUV,7.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Bạc,Hà Nội,Vinfast Newway Hoài Đức,2026-06-22,bonbanh.com,616000000.0
18,VinFast,VF e34,VF e34 AT,2022.0,Used,35000.0,False,SUV,5.0,5.0,AWD - 4 bánh toàn thời gian,Lắp ráp trong nước,Bạc,627 Mê Linh - Khai Quang - Vĩnh Yên Vĩnh Phúc,Zin Auto,2026-06-22,bonbanh.com,835000000.0
19,VinFast,VF8,VF8 Eco AWD,2022.0,Used,60000.0,False,Hatchback,4.0,3.0,RFD - Dẫn động cầu sau,Lắp ráp trong nước,Vàng,phường Nông Trang Phú Thọ,GF Phú Thọ,2026-06-22,bonbanh.com,246000000.0
20,VinFast,VF8,VF8 Eco AWD,2023.0,Used,2000.0,False,Sedan,5.0,4.0,RFD - Dẫn động cầu sau,Nhập khẩu,Đen,Q.7 TP HCM,Phát Đạt Luxury Car,2026-06-22,bonbanh.com,2999000000.0
21,Bestune,Xiaoma,Xiaoma,2026.0,New,0.0,False,SUV,7.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Trắng,Hà Nội,Vinfast Thăng Long,2026-06-22,bonbanh.com,610000000.0
22,Ford,Mustang Mach-E,Mustang Mach-E Premium AWD,2025.0,New,0.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Xanh,Hà Nội,Vinfast Ngọc Hồi,2026-06-22,bonbanh.com,439000000.0
23,VinFast,VF6,VF6 Plus,2026.0,New,0.0,False,Hatchback,4.0,3.0,RFD - Dẫn động cầu sau,Lắp ráp trong nước,Đen,Thủ Đức TP HCM,Vinfast D1 Đồng Văn Cống,2026-06-22,bonbanh.com,269000000.0
24,VinFast,VF5,VF5 Plus,2025.0,New,36000.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Xám,Tp.Thủ Đức TP HCM,Vinfast Đông Sài Gòn,2026-06-22,bonbanh.com,750000000.0
25,VinFast,VF7,VF7 Eco,2025.0,Used,18000.0,False,MPV,7.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Trắng,Hà Nội,KCS 86 Auto,2026-06-22,bonbanh.com,695000000.0
26,VinFast,Limo Green,Limo Green AT,2025.0,Used,19000.0,False,Hatchback,4.0,3.0,RFD - Dẫn động cầu sau,Lắp ráp trong nước,Trắng,Hiệp Bình TP HCM,H2T AUTO,2026-06-22,bonbanh.com,355000000.0
27,VinFast,VF5,VF5 Plus,2025.0,New,10800.0,False,Hatchback,4.0,3.0,RFD - Dẫn động cầu sau,Lắp ráp trong nước,Xanh,Hà Nội,Vinfast Times City,2026-06-22,bonbanh.com,287000000.0
28,VinFast,VF8,VF8 Plus AWD,2023.0,New,0.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Đen,Hà Nội,Mr Thịnh,2026-06-22,bonbanh.com,789000000.0
29,VinFast,VF6,VF6 Plus,2026.0,New,0.0,False,Hatchback,4.0,3.0,RFD - Dẫn động cầu sau,Lắp ráp trong nước,Đen,Hà Nội,Vinfast Tràng An Lê Văn Lương,2026-06-22,bonbanh.com,250000000.0
30,VinFast,VF9,VF9 Eco,2026.0,New,0.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Đen,Hà Nội,Vinfast An Khánh,2026-06-22,bonbanh.com,768000000.0
31,VinFast,VF8,VF8 Eco AWD,2022.0,Used,60000.0,False,SUV,5.0,5.0,AWD - 4 bánh toàn thời gian,Lắp ráp trong nước,Trắng,Hà Nội,GF Hoàng Quốc Việt,2026-06-22,bonbanh.com,639000000.0
32,VinFast,VF5,VF5 Plus,2026.0,New,0.0,False,MPV,7.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Trắng,Hà Nội,Vinfast Kim Giang,2026-06-22,bonbanh.com,670000000.0
33,VinFast,Limo Green,Limo Green,2026.0,New,0.0,False,Hatchback,4.0,3.0,RFD - Dẫn động cầu sau,Lắp ráp trong nước,Xám,Hà Nội,Vinfast Minh Đạo - Nguyễn Trãi,2026-06-22,bonbanh.com,260000000.0
34,VinFast,VF6,VF6 Plus,2024.0,New,0.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Đỏ,Hà Nội,Thịnh Phát,2026-06-22,bonbanh.com,768000000.0
35,VinFast,VF8,VF8 Plus AWD,2023.0,New,35000.0,False,SUV,7.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Bạc,Hà Nội,Vinfast Times City,2026-06-22,bonbanh.com,619000000.0
36,VinFast,VF5,VF5 Plus,2026.0,New,0.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Trắng,Quận 10 TP HCM,VinFast Ba Tháng Hai,2026-06-22,bonbanh.com,434000000.0
37,VinFast,VF9,VF9 Eco,2026.0,New,0.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Xám,Hà Nội,Vinfast Bát Tràng,2026-06-22,bonbanh.com,447000000.0
38,VinFast,VF8,VF8 Plus AWD,2026.0,New,0.0,False,SUV,7.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Trắng,Hà Nội,VinFast Phạm Văn Đồng,2026-06-22,bonbanh.com,625000000.0
39,VinFast,VF7,VF7 S,2024.0,Used,15000.0,False,Hatchback,4.0,3.0,RFD - Dẫn động cầu sau,Lắp ráp trong nước,Xám,Hà Nội,Thế Giới Xe Hơi,2026-06-22,bonbanh.com,205000000.0
40,VinFast,VF8,VF8 Eco AWD,2023.0,New,0.0,False,SUV,7.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Trắng,Hà Nội,Vinfast Thường Tín,2026-06-22,bonbanh.com,629000000.0
41,Mercedes-Benz,EQS,EQS 450 Plus,2023.0,Used,9.0,False,SUV,5.0,5.0,AWD - 4 bánh toàn thời gian,Lắp ráp trong nước,Xanh,Hà Nội,GF Thường Tín,2026-06-22,bonbanh.com,658000000.0
42,VinFast,EC Van,EC Van AT,2026.0,New,0.0,False,MPV,7.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Trắng,Hà Nội,Vinfast Thăng Long,2026-06-22,bonbanh.com,670000000.0
43,VinFast,Limo Green,Limo Green AT,2025.0,New,0.0,False,SUV,7.0,5.0,AWD - 4 bánh toàn thời gian,Lắp ráp trong nước,Xanh,Quận 7 TP HCM,VinFast Phan Trọng Tuệ Quận 7,2026-06-22,bonbanh.com,1410000000.0
44,VinFast,VF5,VF5 Plus,2026.0,New,0.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Trắng,Hà Nội,Thăng Long Car,2026-06-22,bonbanh.com,768000000.0
45,Ford,Mustang Mach-E,Mustang Mach-E Premium AWD,2025.0,New,0.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Trắng,Hà Nội,Hiền Phạm,2026-06-22,bonbanh.com,580000000.0
46,Mercedes Benz,EQS,EQS 580 4Matic,2023.0,New,31000.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Xám,Hà Nội,VinFast Phạm Văn Đồng,2026-06-22,bonbanh.com,440000000.0
47,VinFast,VF3,VF3 Plus,2024.0,New,9000.0,False,SUV,7.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Đỏ,Hà Nội,Vinfast Long Biên,2026-06-22,bonbanh.com,704000000.0
48,VinFast,VF9,VF9 Plus 6S,2026.0,New,0.0,False,SUV,7.0,5.0,AWD - 4 bánh toàn thời gian,Lắp ráp trong nước,Đỏ,Hà Nội,Vinfast Times City,2026-06-22,bonbanh.com,1155000000.0
49,VinFast,VF3,VF3 Plus,2025.0,Used,20000.0,False,SUV,5.0,5.0,AWD - 4 bánh toàn thời gian,Lắp ráp trong nước,Đen,Hà Nội,Thăng Long Car,2026-06-22,bonbanh.com,740000000.0
50,VinFast,VF8,VF8 S,2024.0,New,24.0,False,MPV,2.0,4.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Xanh,Hà Nội,Thịnh Phát,2026-06-22,bonbanh.com,283000000.0
51,VinFast,EC Van,EC Van AT,2026.0,New,0.0,False,SUV,7.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Đen,Hà Nội,Khánh Vũ,2026-06-22,bonbanh.com,629000000.0
52,Mercedes Benz,EQB,EQB 250,2023.0,Used,30.0,False,SUV,5.0,5.0,AWD - 4 bánh toàn thời gian,Nhập khẩu,Xanh,Hà Nội,Mr Thắng,2026-06-22,bonbanh.com,3889000000.0
53,Hongqi,E-HS9 Premium,E-HS9 Premium 6S,2022.0,New,32000.0,False,Hatchback,4.0,3.0,RFD - Dẫn động cầu sau,Lắp ráp trong nước,Trắng,Hà Nội,My Car,2026-06-22,bonbanh.com,265000000.0
54,VinFast,VF3,VF3 Plus,2025.0,Used,15000.0,False,SUV,5.0,5.0,AWD - 4 bánh toàn thời gian,Lắp ráp trong nước,Xanh,Hà Nội,Ô Tô Thủ Đô,2026-06-22,bonbanh.com,688000000.0
55,Hongqi,E-HS9 Premium,E-HS9 Premium 6S,2022.0,Used,32000.0,False,SUV,5.0,5.0,AWD - 4 bánh toàn thời gian,Lắp ráp trong nước,Trắng,Bình Dương,Green Future Nam Thái,2026-06-22,bonbanh.com,931000000.0
56,VinFast,VF9,VF9 Plus 7S,2025.0,New,18000.0,False,Hatchback,4.0,3.0,RFD - Dẫn động cầu sau,Lắp ráp trong nước,Đen,Hà Nội,Vinfast Caron Giải Phóng,2026-06-22,bonbanh.com,268000000.0
57,Mercedes Benz,EQS,EQS 580 4Matic,2023.0,New,0.0,False,SUV,7.0,0.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Bạc,Hà Nội,Vinfast Đại Nam - Phúc Thọ,2026-06-22,bonbanh.com,630000000.0
58,VinFast,VF8,VF8 Plus AWD,2023.0,New,50000.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Đen,Hà Nội,Vinfast HTA Hai Bà Trưng,2026-06-22,bonbanh.com,830000000.0
59,VinFast,VF6,VF6 Eco,2026.0,Used,0.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Đỏ,Hà Nội,My Car,2026-06-22,bonbanh.com,379000000.0
60,VinFast,VF9,VF9 Eco,2025.0,New,0.0,False,Sedan,5.0,4.0,AWD - 4 bánh toàn thời gian,Nhập khẩu,Trắng,Hà Nội,Audi Miền Bắc,2026-06-22,bonbanh.com,4199000000.0
61,VinFast,VF6,VF6 Plus,2026.0,New,0.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Xám,Tp. Thủ Đức TP HCM,Vinfast Thủ Thiêm - Linh Xuân,2026-06-22,bonbanh.com,587000000.0
62,Porsche,Taycan,Taycan Base,2021.0,New,21000.0,False,Hatchback,4.0,3.0,RFD - Dẫn động cầu sau,Lắp ráp trong nước,Vàng,Hà Nội,Vinfast Thăng Long,2026-06-22,bonbanh.com,245000000.0
63,VinFast,VF9,VF9 Eco,2025.0,New,0.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Trắng,Hà Nội,Vinfast Times City,2026-06-22,bonbanh.com,420000000.0
64,VinFast,VF5,VF5 Plus,2025.0,New,0.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Trắng,Hà Nội,Vinfast HTA Văn Phú,2026-06-22,bonbanh.com,675000000.0
65,VinFast,VF3,VF3 Plus,2025.0,Used,76000.0,False,SUV,6.0,5.0,AWD - 4 bánh toàn thời gian,Lắp ráp trong nước,Xám,Hà Nội,Khoa Trung Thực,2026-06-22,bonbanh.com,839000000.0
66,VinFast,VF3,VF3 Plus,2026.0,New,0.0,False,SUV,5.0,5.0,AWD - 4 bánh toàn thời gian,Nhập khẩu,Đỏ,Quận 8 TP HCM,Sài Gòn Ford - Nam Sài Gòn,2026-06-22,bonbanh.com,1699000000.0
67,VinFast,VF8,VF8 Plus AWD,2023.0,Used,35000.0,False,SUV,5.0,5.0,AWD - 4 bánh toàn thời gian,Lắp ráp trong nước,Đen,Hà Nội,GF Green Future 269,2026-06-22,bonbanh.com,610000000.0
68,VinFast,VF6,VF6 Eco,2025.0,New,0.0,False,MPV,7.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Xám,Hà Nội,Vinfast Ô tô Mỹ Đình,2026-06-22,bonbanh.com,711000000.0
69,VinFast,VF8,VF8 Eco AWD,2023.0,Used,50000.0,False,SUV,5.0,5.0,AWD - 4 bánh toàn thời gian,Lắp ráp trong nước,Trắng,Hà Nội,Thành Phát Cars,2026-06-22,bonbanh.com,619000000.0
70,VinFast,VF8,VF8 Eco AWD,2023.0,Used,0.0,False,Sedan,5.0,4.0,AWD - 4 bánh toàn thời gian,Nhập khẩu,Đỏ,Hà Nội,Thành Phát Cars,2026-06-22,bonbanh.com,3199000000.0
71,VinFast,VF8,VF8 Plus AWD,2026.0,Used,4700.0,False,Sedan,5.0,4.0,RFD - Dẫn động cầu sau,Nhập khẩu,Đen,Hà Nội,Thành Phát Cars,2026-06-22,bonbanh.com,2990000000.0
72,VinFast,VF8,VF8 Eco AWD,2023.0,Used,48000.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Trắng,Hà Nội,Đại Việt Car,2026-06-22,bonbanh.com,798000000.0
73,VinFast,Herio Green,Herio Green AT,2025.0,New,0.0,False,Hatchback,4.0,3.0,RFD - Dẫn động cầu sau,Nhập khẩu,Xanh,Hải Phòng,Auto 95,2026-06-22,bonbanh.com,199000000.0
74,VinFast,VF7,VF7 Plus,2026.0,Used,20000.0,False,SUV,6.0,5.0,AWD - 4 bánh toàn thời gian,Lắp ráp trong nước,Trắng,Hà Nội,HM Auto,2026-06-22,bonbanh.com,1245000000.0
75,VinFast,VF3,VF3 Plus,2025.0,Used,31000.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Xám,TPHCM TP HCM,Trung Nguyên,2026-06-22,bonbanh.com,418000000.0
76,VinFast,VF8,VF8 Plus AWD,2023.0,New,0.0,False,SUV,6.0,5.0,AWD - 4 bánh toàn thời gian,Lắp ráp trong nước,Trắng,Phường Phổ Yên Thái Nguyên,Vinfast Vinamotor Phổ Yên,2026-06-22,bonbanh.com,1529000000.0
77,VinFast,VF8,VF8 Eco AWD,2023.0,New,0.0,False,MPV,2.0,3.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Trắng,Xã Hiếu Giang Quảng Trị,Vinfast Vinamotor Cam Lộ,2026-06-22,bonbanh.com,285000000.0
78,VinFast,VF8,VF8 Plus AWD,2023.0,New,0.0,False,MPV,2.0,3.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Trắng,Xã Triệu Phong Quảng Trị,Vinfast Quảng Trị,2026-06-22,bonbanh.com,285000000.0
79,VinFast,VF8,VF8 Plus AWD,2023.0,New,65000.0,False,Hatchback,4.0,3.0,RFD - Dẫn động cầu sau,Lắp ráp trong nước,Xanh,Hà Nội,My Car,2026-06-22,bonbanh.com,255000000.0
80,VinFast,VF9,VF9 Plus 7S,2025.0,New,0.0,False,Hatchback,4.0,3.0,RFD - Dẫn động cầu sau,Lắp ráp trong nước,Xám,Hà Nội,Vinfast Times City,2026-06-22,bonbanh.com,287000000.0
81,VinFast,VF8,VF8 Eco AWD,2023.0,New,0.0,False,Sedan,5.0,4.0,AWD - 4 bánh toàn thời gian,Nhập khẩu,Xám,Hà Nội,BYD Tây Hồ,2026-06-22,bonbanh.com,1484000000.0
82,VinFast,Limo Green,Limo Green AT,2025.0,New,0.0,False,SUV,7.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Trắng,50 Nguyễn Văn Tăng TP HCM,Showroom Vinfast Thủ Đức,2026-06-22,bonbanh.com,704000000.0
83,VinFast,Limo Green,Limo Green AT,2025.0,New,0.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Đỏ,Hà Nội,Vinfast Thăng Long,2026-06-22,bonbanh.com,759000000.0
84,VinFast,Limo Green,Limo Green AT,2025.0,Used,3000.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Trắng,Tp Tân An Long An,Hyundai Long An - Used Car,2026-06-22,bonbanh.com,665000000.0
85,VinFast,VF5,VF5 Plus,2024.0,New,2400.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Đỏ,Hà Nội,Hiền Phạm,2026-06-22,bonbanh.com,628000000.0
86,VinFast,VF5,VF5 Plus,2024.0,Used,1900.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Trắng,Hà Nội,Boss Car,2026-06-22,bonbanh.com,455000000.0
87,VinFast,VF9,VF9 Plus 7S,2024.0,New,9000.0,True,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Nhiều màu,Hà Nội,VinFast Smart City,2026-06-22,bonbanh.com,397000000.0
88,VinFast,VF8,VF8 Plus AWD,2023.0,Used,51000.0,False,SUV,5.0,5.0,AWD - 4 bánh toàn thời gian,Lắp ráp trong nước,Đen,Hà Nội,GF Vinfast Smart City,2026-06-22,bonbanh.com,620000000.0
89,VinFast,VF8,VF8 Plus AWD,2024.0,New,0.0,False,MPV,7.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Đen,Hà Nội,Vinfast Kim Giang,2026-06-22,bonbanh.com,670000000.0
90,VinFast,VF8,VF8 Eco,2026.0,New,0.0,False,MPV,7.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Nâu,Hà Nội,Vinfast Caron Sóc Sơn,2026-06-22,bonbanh.com,769000000.0
91,VinFast,VF8,VF8 Eco AWD,2023.0,New,0.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Đỏ,Hà Nội,Vinfast Tràng An Đống Đa,2026-06-22,bonbanh.com,592000000.0
92,VinFast,VF3,VF3 Plus,2026.0,New,0.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Đỏ,Hà Nội,Vinfast Ngọc Hồi,2026-06-22,bonbanh.com,439000000.0
93,VinFast,VF5,VF5 Plus,2025.0,New,0.0,False,Hatchback,4.0,3.0,RFD - Dẫn động cầu sau,Lắp ráp trong nước,Trắng,Hà Nội,Vinfast Minh Đạo - Nguyễn Trãi,2026-06-22,bonbanh.com,260000000.0
94,VinFast,VF6,VF6 Eco,2026.0,New,0.0,False,SUV,7.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Đỏ,Hà Nội,Vinfast Bát Tràng,2026-06-22,bonbanh.com,629000000.0
95,VinFast,Herio Green,Herio Green AT,2026.0,Used,10000.0,False,Hatchback,4.0,3.0,RFD - Dẫn động cầu sau,Lắp ráp trong nước,Trắng,Hà Nội,Time Cars Auto,2026-06-22,bonbanh.com,265000000.0
96,Geely,EX5 Max,EX5 Max,2025.0,New,0.0,False,Hatchback,4.0,3.0,RFD - Dẫn động cầu sau,Lắp ráp trong nước,Đen,Hà Nội,Vinfast Tràng An Lê Văn Lương,2026-06-22,bonbanh.com,250000000.0
97,VinFast,Limo Green,Limo Green AT,2026.0,New,0.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Xám,Hà Nội,Hiền Phạm,2026-06-22,bonbanh.com,580000000.0
98,VinFast,VF8,VF8 Plus AWD,2023.0,Used,48000.0,False,SUV,5.0,5.0,AWD - 4 bánh toàn thời gian,Lắp ráp trong nước,Xám,Hà Nội,GF Hoàng Quốc Việt,2026-06-22,bonbanh.com,639000000.0
99,VinFast,VF9,VF9 Eco,2026.0,Used,6000.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Trắng,Hà Nội,My Car,2026-06-22,bonbanh.com,425000000.0
100,VinFast,VF8,VF8 Eco AWD,2022.0,Used,50000.0,False,SUV,5.0,5.0,AWD - 4 bánh toàn thời gian,Lắp ráp trong nước,Trắng,Hà Nội,GF Thường Tín,2026-06-22,bonbanh.com,669000000.0
101,VinFast,Limo Green,Limo Green,2026.0,New,0.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Trắng,Hóc Môn TP HCM,Vinfast Hóc Môn,2026-06-22,bonbanh.com,434000000.0
102,VinFast,VF8,VF8 Eco AWD,2024.0,Used,24000.0,False,SUV,5.0,5.0,AWD - 4 bánh toàn thời gian,Lắp ráp trong nước,Đen,Hà Nội,Auto 266,2026-06-22,bonbanh.com,1000000000.0
103,VinFast,VF8,VF8 Eco AWD,2023.0,New,50000.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Xanh,Hà Nội,Vinfast An Khánh,2026-06-22,bonbanh.com,439000000.0
104,VinFast,VF8,VF8 Plus AWD,2025.0,New,90.0,False,SUV,7.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Đỏ,Hà Nội,Vinfast Thăng Long,2026-06-22,bonbanh.com,610000000.0
105,VinFast,VF3,VF3 Plus,2025.0,New,5.0,False,SUV,7.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Đen,Hà Nội,Hiền Phạm,2026-06-22,bonbanh.com,650000000.0
106,VinFast,VF5,VF5 Plus,2025.0,New,0.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Đỏ,Hà Nội,Vinfast Newway Hoài Đức,2026-06-22,bonbanh.com,440000000.0
107,Hongqi,E-HS9 Premium,E-HS9 Premium,2022.0,Used,60000.0,False,SUV,5.0,5.0,AWD - 4 bánh toàn thời gian,Lắp ráp trong nước,Xám,Hà Nội,Thăng Long Car,2026-06-22,bonbanh.com,580000000.0
108,VinFast,VF9,VF9 Plus 7S,2026.0,Used,50000.0,False,SUV,5.0,5.0,AWD - 4 bánh toàn thời gian,Lắp ráp trong nước,Cam,Hà Nội,Vũ Phúc,2026-06-22,bonbanh.com,660000000.0
109,VinFast,VF8,VF8 Plus AWD,2022.0,New,0.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Xám,KCN Cát Lái TP HCM,Vinfast Minh Thanh Thủ Đức,2026-06-22,bonbanh.com,467000000.0
110,VinFast,VF9,VF9 Eco,2025.0,New,0.0,False,Hatchback,4.0,3.0,RFD - Dẫn động cầu sau,Lắp ráp trong nước,Vàng,Hà Nội,My Car,2026-06-22,bonbanh.com,255000000.0
111,VinFast,VF6,VF6 Plus,2024.0,Used,37000.0,False,Hatchback,4.0,3.0,RFD - Dẫn động cầu sau,Lắp ráp trong nước,Ghi,627 Mê Linh - Khai Quang - Vĩnh Yên Vĩnh Phúc,Zin Auto,2026-06-22,bonbanh.com,239000000.0
