price_vnd
205000000.0
245000000.0
1199.0
675000000.0
640.0
1080.0
610000000.0
760.0
350000000.0
690000000.0
680000000.0
217000000.0
615000000.0
465.0
460000000.0
235000000.0
399000000.0
345000000.0
440000000.0
278000000.0
704000000.0
700000000.0
199000000.0
669.0
599000000.0
799000000.0
963000000.0
999.0
231.0
60000000.0
661.0
789.0
270000000.0
640000000.0
456000000.0
745000000.0
670000000.0
583000000.0
599000000.0
704000000.0
839000000.0
1699000000.0
530000000.0
970000000.0
272000000.0
593000000.0
369.0
1229000000.0
639000000.0
300000000.0
260000000.0
679000000.0
284.0
678.0
849000000.0
265000000.0
420.0
399000000.0
479000000.0
269000000.0
648000000.0
599.0
285000000.0
286700000.0
665000000.0
700000000.0
369000000.0
385.0
98.0
396000000.0
670.0
696000000.0
745000000.0
364.0
896000000.0
710000000.0
215000000.0
680.0
704000000.0
610000000.0
12000000000.0
679000000.0
225000000.0
629000000.0
703000000.0
625000000.0
260000000.0
999.0
625000000.0
245000000.0
630000000.0
669000000.0
704000000.0
674000000.0
648000000.0
679.0
882000000.0
740000000.0
283000000.0
764000000.0
275000000.0
632000000.0
430000000.0
454000000.0
454000000.0
1280.0
205000000.0
270000000.0
242.0
252000000.0
666000000.0
689000000.0
795000000.0
411000000.0
770000000.0
642000000.0
67000000.0
520.0
1480000000.0
640000000.0
650.0
470000000.0
721.0
710.0
648000000.0
650.0
245000000.0
768000000.0
100000000.0
1389000000.0
1245000000.0
538000000.0
845000000.0
768000000.0
736000000.0
645.0
705000000.0
245000000.0
768000000.0
700000000.0
775.0
725.0
272000000.0
218.0
670000000.0
454.0
499000000.0
680000000.0
1220000000.0
687000000.0
590.0
485000000.0
429000000.0
360000000.0
690.0
454000000.0
640000000.0
1199000000.0
508.0
210000000.0
270000000.0
855.0
999000000.0
273000000.0
669.0
250000000.0
475000000.0
430.0
835000000.0
670000000.0
269000000.0
399000000.0
296.0
575000000.0
560000000.0
455.0
1127000000.0
635000000.0
778000000.0
335000000.0
1295.0
750000000.0
205000000.0
529.0
399000000.0
620000000.0
439000000.0
200000000.0
610000000.0
290000000.0
939000000.0
415000000.0
398000000.0
650.0
302.0
710.0
